Gene	probe_description	biotin.WT.01@1	biotin.bio101@4	biotin.WT.B1@2	biotin.bio1B1@3	biotin.WT.02@1	biotin.bio102@4	biotin.WT.B2@2	biotin.bio1B2@3
17150_at	hypothetical protein	5.017776573	5.499536014	5.346372299	5.223341798	5.302804892	5.346155783	5.644658042	5.217705912
17151_at	"Arabidopsis thaliana chromosome II BAC F4I1 genomic sequence, complete sequence."	5.211312505	5.312786799	5.279838228	5.138717893	5.062871874	5.227702336	5.507075448	5.229859859
17152_at	"Genomic sequence for Arabidopsis thaliana BAC F17L21, complete sequence."	4.38333372	4.441041414	4.680284767	4.299325842	4.500278457	4.451157776	4.711933117	4.394367152
17153_at	hypothetical protein	4.595274988	4.748144721	4.76753019	4.51195825	4.524998988	4.732002322	4.987797942	4.493850557
17154_at	"Arabidopsis thaliana chromosome II BAC F26C24 genomic sequence, complete sequence."	4.468861031	4.669660903	4.890840797	4.417478475	4.438851741	4.66606313	5.060922366	4.38737424
17155_at	hypothetical protein	5.771121267	6.179226614	6.429292945	6.128065533	5.916546057	6.244500022	6.639103783	6.109344529
17156_at	hypothetical protein	4.088389226	4.413431804	4.373327469	4.276073914	4.02377063	4.431270273	4.721202524	4.138087524
17157_at	putative phloem-specific lectin	4.130748606	4.430210653	4.368659344	4.269993185	4.176145936	4.451703876	4.761493894	4.059515015
17158_at	putative CDC6 protein	4.397891198	4.467773168	4.495908754	4.429584225	4.317469213	4.55756589	4.896690679	4.290140339
17159_at	"Arabidopsis thaliana chromosome II BAC F13H10 genomic sequence, complete sequence."	4.969690077	5.321363335	5.185088239	5.082752453	5.138333213	5.324576383	5.680470821	5.051589746
17160_at	putative bHLH transcription factor	4.360679436	4.582596904	4.621026092	4.510443601	4.38175866	4.624479667	5.054561965	4.40835829
17161_at	hypothetical protein	3.874521228	4.034612052	4.031429082	4.057532196	3.849145923	4.143968805	4.506509503	3.810883365
17162_at	hypothetical protein	4.371540086	4.413585368	4.306240192	4.14473373	3.999674455	4.362902145	4.73197932	3.985338088
17163_at	unknown protein	4.504520661	4.779194993	4.835860072	4.807589199	4.598283856	4.907099129	5.416347035	4.704943398
17164_at	"Arabidopsis thaliana chromosome II BAC T17A11 genomic sequence, complete sequence."	4.269445234	4.472511488	4.461174812	4.404356039	4.126897111	4.489761836	5.134242596	4.11120544
17165_at	"Arabidopsis thaliana chromosome II P1 MFL8 genomic sequence, complete sequence."	4.445078227	4.692142469	4.845466184	4.656298194	4.429793478	4.723454421	5.330865679	4.494108199
17166_at	>F3O9.11	4.183634816	4.335376268	4.313497983	4.419914225	3.99055032	4.400786683	4.914022468	4.104449926
17167_at	"Arabidopsis thaliana chromosome II BAC F5K7 genomic sequence, complete sequence."	4.161487253	4.289435039	4.209188369	4.222170722	3.935362351	4.541640429	4.972612242	3.990235852
17168_at	"Arabidopsis thaliana chromosome II BAC F19B11 genomic sequence, complete sequence."	4.764858057	4.650004201	4.710064147	4.785399997	4.202188567	4.820959342	5.453021447	4.375610493
17169_at	"Arabidopsis thaliana chromosome II BAC T23O15 genomic sequence, complete sequence."	6.603580029	6.558775444	6.392387192	6.514468285	6.555444574	6.492399932	6.704172106	6.62539861
17170_at	"Arabidopsis thaliana chromosome II BAC F11F19 genomic sequence, complete sequence."	5.573576762	6.172967367	5.557934639	5.644835252	6.851187244	5.933116785	5.607025628	5.675677887
17171_at	"Arabidopsis thaliana chromosome II BAC F16F14 genomic sequence, complete sequence."	4.29752076	4.407577353	4.255611722	4.212954093	4.83797501	4.233900709	4.227374207	4.428745885
17172_at	"Arabidopsis thaliana chromosome II BAC F23N11 genomic sequence, complete sequence."	4.495060694	4.443394862	4.520878419	4.456285093	5.812404062	4.363329045	4.599113602	4.566235764
17173_at	putative transposon protein	5.218772428	5.355764	5.446790651	5.270287442	5.511918648	5.435927169	5.316551422	5.554586606
17174_at	putative glyoxalase II	5.835163075	5.908571701	6.109860299	5.975957317	6.168081596	5.739929324	6.074403127	6.048753798
17175_at	"Arabidopsis thaliana chromosome II BAC T16B14 genomic sequence, complete sequence."	4.528420148	4.647949055	4.764252662	4.548023511	4.414634024	4.693630299	4.831334504	4.605509826
17176_at	Hypothetical protein	4.169184914	4.267518842	4.574362464	4.259038461	4.568373287	4.280128369	4.428347841	4.296942629
17177_at	F3F19.18	4.025997568	4.056608281	4.207852223	4.203417318	4.21878259	4.088264097	4.212346808	3.955664765
17178_at	Hypothetical protein	5.038678268	5.007320566	5.209244828	5.031374114	5.163832468	4.971384081	5.16487573	4.980300147
17179_at	Hypothetical Protein	5.008130901	5.070375607	5.27113339	5.118623387	5.165605379	5.135786339	5.324567862	5.06969503
17180_at	Arabidopsis thaliana BAC IG002P16.	5.065036785	5.19562547	5.518525434	5.004610048	5.161788457	5.327807952	5.106228576	4.704776042
17181_at	Arabidopsis thaliana BAC F5I10.	5.847639114	5.623085581	6.250137495	6.258390432	6.008305115	6.103920454	6.148171694	5.888652833
17182_at	"Arabidopsis thaliana putative transmembrane protein G1p (AtG1), putative nuclear DNA-binding protein G2p (AtG2), Em1 protein (ATEM1), putative chlorophyll synthetase (AtG4), putative transmembrane protein G5p (AtG5), putative acyl-coA dehydrogenase (AtG6), and calcium dependent protein kinase genes, complete cds; and unknown genes."	5.375384519	5.310055032	5.6740096	5.718512825	5.787948696	5.686873909	5.676330192	5.400724195
17183_s_at	"Arabidopsis thaliana sterol-C5-desaturase gene, complete cds."	5.660537357	6.155233909	6.073724943	5.886863453	6.135542095	5.98963365	6.298864298	5.910567553
17184_at	Arabidopsis thaliana BAC T24H24.	4.885364453	4.803871306	5.100541239	4.783579122	4.848930497	5.210408453	5.5019395	4.804427849
17185_s_at	contains similarity to Zea mays  embryogenesis transmembrane protein (GB:X97570)	5.207515127	5.210102207	5.33495108	4.985443374	5.011469457	5.212673405	5.556385782	4.916673721
17186_s_at	putative protein	4.191910644	4.445576815	4.454288131	4.328225403	4.248796807	4.265085846	4.627086726	4.152802667
17187_at	"similar to arginases (Pfam: PF00491, Score=353.2, E=1.4e-119, N=1)"	9.136151795	10.80154389	9.020475582	9.081198853	9.160651528	10.38296994	9.343768551	8.689186038
17188_at	"contains similarity to several other Arabidopsis thaliana hypothetical proteins (AL022580, AC004705, AF058826)"	4.176739574	4.307969822	4.437147697	4.194576101	4.173304558	4.371932784	4.724180777	4.214850881
17189_at	hypothetical protein	4.461519626	4.790074675	4.762133241	4.601240072	4.458650845	4.732390433	5.100798505	4.50319214
17190_at	putative protein	4.2712315	4.233885153	4.13703865	4.238930395	4.143298478	4.218734089	4.570766779	4.11461913
17191_i_at	putative protein	4.339979647	4.532481181	4.260924717	4.446591941	4.055521519	4.373453005	4.891731692	4.037109813
17192_s_at	putative protein	4.825335097	4.760075613	5.01524864	4.920744369	5.03829244	4.822713343	5.287294841	4.818116249
17193_s_at	putative protein	4.639708922	4.62823639	4.608266651	4.663085259	4.430919604	4.683003172	5.100215015	4.380742173
17194_s_at	putative protein	3.952058934	3.8987994	4.021838942	3.992999999	3.833727768	4.022876263	4.306453462	3.774951028
17195_at	putative protein	4.316104649	4.666065068	4.553112775	4.362203849	4.121670612	4.47998123	5.165378389	4.255147283
17196_at	Proline-rich APG-like protein	5.204246726	4.866983033	5.88304439	6.166008933	5.393205512	4.820549954	6.427967429	5.93823913
17197_at	putative protein	4.390527169	4.623391862	4.701584817	4.638834609	4.290494697	4.688272796	5.349439581	4.400838477
17198_at	putative protein	4.569586292	5.000785574	4.867742561	4.729822861	4.417167969	4.903910855	5.407087969	4.66354433
17199_at	hypothetical protein	5.276690565	5.599747371	5.428613094	5.34746543	5.14499587	5.414051135	6.096016677	5.082661397
17200_at	putative protein	4.080455551	4.164164383	4.249407433	4.227686184	3.915998435	4.41967677	4.967614015	4.006548601
17201_at	putative protein (possibly fragment)	5.072902219	5.32592927	5.109090679	5.306290022	4.854980498	5.25064981	5.862017948	5.011286756
17202_at	putative protein	5.071829958	5.244275727	5.09859633	5.152431827	4.490028863	5.396520745	5.788815363	4.739566772
17203_at	Arabidopsis thaliana chromosome II section 227 of 255 of the complete sequence	4.808194569	4.759958991	4.726062161	4.773912122	4.557608606	4.801817335	4.81008914	4.791907807
17204_at	A.thaliana CER3 gene.	5.624623543	5.508723787	5.667615256	5.641363189	7.178549198	6.134878133	5.56269801	6.213328645
17206_at	hypothetical protein	4.842199792	4.887837763	4.748084533	4.736610984	5.221625616	4.734854099	4.689383869	4.748281392
17207_at	sugar transporter like protein	7.970636994	7.126072197	7.014703872	6.346108979	7.622740432	7.4722903	6.82148432	6.915252867
17208_at	transcription factor like protein	5.860267457	6.077774868	6.174887015	5.941363743	5.81846331	5.928443721	6.24678075	6.016871323
17209_s_at	glycosyltransferase like protein	5.62802698	5.728712606	5.736031642	5.642896268	5.708210582	5.668835601	5.75872395	5.803844342
17210_at	"Arabidopsis thaliana gene for FAS2, partial cds."	4.053352268	4.162057185	4.515061222	4.161958436	4.616044392	4.137439646	4.368048403	4.102045846
17211_s_at	"similar to UDP-Glucose Pyrophosphrylase gb|AAD18994.1;  similar to ESTs gb|N95844.1, dbj|AV525591.1, dbj|AV441613.1, gb|N65104.1, dbj|AV549160.1, and gb|T45941.1"	4.115904826	4.199533015	4.510033457	4.341015706	4.441879116	4.17650308	4.36047856	4.195122583
17212_at	Contains similarity to hypothetical protein gb|U95973 from A. thaliana.	4.961005978	5.096549784	5.062257569	5.024963382	5.045206015	5.069582207	5.135299305	4.942078384
17213_at	Hypothetical protein	5.439652387	5.592489681	5.903131722	5.940688459	5.879261715	5.781588019	6.039588469	5.657776464
17214_at	Hypothetical protein	3.952234991	4.138302145	4.191631582	4.019913785	4.363541319	4.179059267	4.288490541	3.891611359
17215_at	"Arabidopsis thaliana complete chromosome II, complete sequence."	5.949945207	6.74231796	6.274267667	6.561087548	6.293863119	6.245273653	6.530396997	6.348503369
17216_at	similar to pMS10 protein	4.249135911	4.468555149	4.46827386	4.403779191	4.534194924	4.561599671	4.594069397	4.295311355
17217_at	Contains similarity to Chlamydia outer membrane protein (gb|X53512).	3.83382231	4.280831608	4.228493312	3.943699048	4.13906101	4.324423462	4.533471175	3.913815835
17218_at	hypothetical protein	4.349024537	4.691984816	4.940712849	4.614537496	4.354079162	4.7572219	4.85202629	4.396946445
17219_s_at	"Arabidopsis thaliana chromosome II BAC T30B22 genomic sequence, complete sequence."	4.72837739	4.877284591	4.960012074	4.731708607	4.515690701	4.911708008	4.924695067	4.592130532
17220_at	"Arabidopsis thaliana complete chromosome II, complete sequence."	4.520180482	4.920861014	4.902255198	4.618955062	4.62508286	4.709821275	5.153994734	4.441189155
17221_at	Contains similarity to 8A-2V protein gb|Y10496 from Mus musculus.	4.464034562	4.689399789	4.78594395	4.50812948	4.50553543	4.65464667	4.936165449	4.414317643
17222_at	Contains similarity to thyroid receptor interactor gb|L40410 from Homo sapiens.	5.398920769	4.915964431	5.638310883	5.498575491	5.091170337	5.333058703	5.638088252	5.013394945
17223_at	Contains similarity to Cf-2.2 gene gb|U42445 from Solanum pimpinellifolium.	4.573860077	4.779252448	4.889734483	4.656090417	4.501998489	4.854598826	5.164708377	4.418788696
17224_at	"Arabidopsis thaliana complete chromosome II, complete sequence."	5.024369818	5.18980561	5.107918488	5.021788073	4.82402626	5.233291858	5.465310672	4.976750214
17225_at	similar to rho gdp-dissociation inhibitor2 sp|P52566|GDIS_HUMAN	4.533054686	4.892447665	4.888510129	4.649291097	4.594788654	4.870913235	5.44194409	4.521478549
17226_g_at	similar to rho gdp-dissociation inhibitor2 sp|P52566|GDIS_HUMAN	5.887608931	6.076241355	5.922454934	5.891719926	5.659058989	5.970909131	6.513436132	5.770313359
17227_at	"Complete sequence of Arabidopsis F22O13, complete sequence."	5.252897552	5.54604636	5.442012371	5.262433452	5.012506175	5.238715344	5.674388959	5.096958842
17228_at	Hypothetical protein	4.468799038	4.801140352	4.56237633	4.508610607	4.22187323	4.699245865	5.182404005	4.528564855
17229_at	"Arabidopsis thaliana chromosome II BAC T3K9 genomic sequence, complete sequence."	4.839297984	5.091151847	5.092541547	5.001799813	4.707221234	5.081088927	5.720131719	4.704572072
17230_at	unknown protein	4.533740164	4.591371064	4.545792654	4.579626257	4.231822471	4.787407476	5.310470767	4.479803618
17231_at	"Arabidopsis thaliana chromosome II BAC F14M4 genomic sequence, complete sequence."	4.455323217	4.826543229	4.543081086	4.656297989	4.462973525	4.733293604	5.464616113	4.347030718
17232_at	"Arabidopsis thaliana chromosome II BAC F13P17 genomic sequence, complete sequence."	4.873337164	5.081047727	4.856639486	4.917147781	4.746641659	5.009503867	5.654290892	4.870118535
17233_at	hypothetical protein	4.667107741	4.709722399	4.65233688	4.785931675	4.469249838	4.701683992	5.383885315	4.533954651
17234_at	"Arabidopsis thaliana chromosome II BAC F4I18 genomic sequence, complete sequence."	4.590106523	4.873347879	4.699206146	4.818831844	4.406905871	4.989159393	5.531377985	4.535977596
17235_at	hypothetical protein	4.418404138	4.437488784	4.373041216	4.665858475	3.992316788	4.567085186	5.080835461	4.191979213
17236_s_at	"Arabidopsis thaliana chromosome II BAC F26C24 genomic sequence, complete sequence."	4.872642669	4.976613245	5.022269194	4.907048887	4.78901269	4.950103952	5.116972547	5.042374363
17237_at	unknown protein	5.817545783	5.773402134	5.722030726	5.927356937	6.545664206	5.674782699	5.93140665	6.030116092
17238_at	hypothetical protein	4.362498196	4.419150502	4.362727584	4.324826685	6.103979351	4.260448965	4.430838191	4.369100851
17239_at	putative splicing factor	6.371142602	5.80920543	6.325780087	6.189952773	6.952717892	5.99694376	6.270837099	6.20994287
17240_at	"Arabidopsis thaliana chromosome II BAC T29E15 genomic sequence, complete sequence."	3.977012311	4.016873926	4.111304037	4.092221457	4.325614652	4.190424568	4.117540107	4.011108249
17241_at	"Arabidopsis thaliana chromosome II BAC F17A22 genomic sequence, complete sequence."	4.544403745	4.593337177	4.72458712	4.55379262	4.656914534	4.583471051	4.820948718	4.60073257
17242_at	putative DnaJ protein	4.104468479	4.220880837	4.388338544	4.259289439	4.049260311	4.30587991	4.400248619	4.288805628
17243_at	putative two-component response regulator protein	4.019680985	4.193220896	4.479322456	4.186704984	4.44900291	4.165782393	4.348004598	4.229426031
17244_at	similar to zinc-finger protein (AC002392)	4.418306572	4.644861487	4.78721267	4.5479254	4.579468778	4.585311493	4.817899193	4.578716169
17245_at	"Arabidopsis thaliana chromosome II BAC T32F6 genomic sequence, complete sequence."	4.196653951	4.414950716	4.529132582	4.279055651	4.459284191	4.335861572	4.477754356	4.218509915
17246_at	hypothetical protein	4.213136065	4.543111506	4.688637506	4.384275769	4.522126293	4.42822084	4.667532373	4.325653416
17247_at	"Arabidopsis thaliana chromosome II BAC F27D4 genomic sequence, complete sequence."	4.620835704	5.024931884	5.230941754	5.082550466	5.255820336	4.972167335	5.058185459	4.815246709
17248_at	"Arabidopsis thaliana chromosome II BAC T6P5 genomic sequence, complete sequence."	4.450088587	4.61325694	4.562752895	4.576246414	4.631162661	4.507126241	4.72371982	4.435050664
17249_at	putative pathogenesis-related protein	4.632053446	5.919977601	5.006674953	4.886078457	4.76348317	5.017760597	4.949513007	5.210311631
17250_at	Hypothetical protein	4.059212203	4.385503445	4.336329833	4.130372779	4.214589772	4.306410772	4.704738548	4.051133938
17251_at	Similar to gb|X74772 SF16 protein from Helianthus annuus and contains calmodulin-binding motif PF|00612.	3.936918617	4.375888487	4.601790352	4.218775406	4.222076568	4.415743004	4.678065776	4.085797301
17252_at	somatic embryogenesis receptor-like kinase-like	8.139984423	7.476510594	7.955082783	7.62457251	7.631914653	7.729595595	7.537492053	7.441190193
17253_at	similar to Mx GTP-binding proteins	4.507630375	4.835853724	4.538743129	4.534980889	4.479280916	4.66428282	4.833975663	4.477189175
17254_at	Putative Serine/Threonine protein kinase	5.707223125	5.920040451	6.269567107	6.398957791	5.865775229	6.028853757	6.220694568	6.11277094
17255_at	"Arabidopsis thaliana chromosome II BAC T19L18 genomic sequence, complete sequence."	4.666229588	4.76303488	5.140674079	4.926821865	4.490130663	4.504041107	4.917589002	4.80562075
17256_at	"putative pollen specific protein; highly similar to pollen specific proteins from tobacco, gi|128592 and Brassica napus, gi|99809 and very similar to tomato pectinesterase gi|1944575"	4.407804253	4.499335529	4.443791018	4.59704655	4.452388251	4.506144737	4.633600935	4.340564318
17257_s_at	"Arabidopsis thaliana chromosome II BAC F27D4 genomic sequence, complete sequence."	5.716233524	5.743130577	5.815721199	6.014299443	5.879922152	5.914209802	6.027456969	5.632471115
17258_s_at	cyclin 2b protein	4.046066868	4.217812444	4.2155201	4.337514089	4.095173314	4.247929987	4.321676195	4.071614935
17259_at	"Arabidopsis thaliana acc2 gene for acetyl-CoA carboxylase, partial cds."	4.510089073	4.701243964	4.636172135	4.790267427	4.58027808	4.774281649	4.8942107	4.613947881
17260_s_at	"contains similarity to AMP-binding enzymes (Pfam: AMP-binding.hmm, score: 18.66, 25.90 and 43.55); most similar to acyl-CoA synthetases"	4.447854821	4.644217365	4.602335266	4.453631916	4.350364505	4.588907818	4.773644078	4.413997069
17261_at	putative G-box-binding bZIP transcription factor	4.567995781	4.742994557	4.704104712	4.781695871	4.610736981	4.740819573	4.897678344	4.605063949
17262_at	putative non-LTR retroelement reverse transcriptase	4.380856466	4.662415842	4.6931445	4.722145459	4.479796755	4.913459337	4.872486036	4.510894128
17263_at	Serine carboxypeptidase isolog; 30227-33069	4.281035839	4.326963812	4.406618544	4.458129649	3.873275648	4.319580879	4.662860491	4.103037786
17264_at	Similar to style development-specific protein 9612 precursor gb|X55193 and pectate lyase P59 precursor gb|X15499 from Lycopersicon esculentum.	5.374784044	5.335407829	5.395174355	5.46094526	5.354464728	5.501023911	5.953037648	5.223439572
17265_at	putative polygalacturonase	4.850096416	5.133921585	4.85386682	5.162713897	4.833251007	5.169276759	5.454214158	4.91726445
17266_at	"Arabidopsis thaliana NBS/LRR disease resistance protein (RFL1) and resistance to Pseudomonas syringae protein 5 (RPS5) genes, complete cds."	4.715671934	4.82964238	4.782930521	4.918794127	4.588318876	5.052020759	5.528958765	4.697514974
17267_at	Similar to gb|J04556 G11A protein from Oryza sativa and contains a PF|00069 Eukaryotic protein kinase domain.	3.900258759	4.065073897	3.893792142	3.94101597	3.94624088	4.248708903	4.560795967	3.825682398
17268_at	putative polygalacturonase	4.253381239	4.329428443	4.288089537	5.021663078	4.337141306	4.740887813	4.737852905	4.212755542
17269_at	putative non-LTR retroelement reverse transcriptase	4.084905849	4.171019677	4.05619938	4.100244651	4.139569736	3.986346167	4.235815638	4.376531678
17270_at	putative protein	3.879190296	3.817676879	3.821728932	3.728695515	3.822601298	3.868713239	3.997404942	3.939401979
17271_at	"Arabidopsis thaliana LEAFY protein gene sequence, complete cds."	4.022568138	4.205121716	4.131906118	4.118378741	4.085363329	4.19326422	4.118425625	4.233563442
17272_at	putative non-LTR retroelement reverse transcriptase	4.138856916	4.312102472	4.173620227	4.022537938	4.328420225	4.106468433	4.092259641	4.27835024
17273_at	putative myrosinase-binding protein	4.211766635	7.341706231	4.31499546	4.091842668	3.977225322	5.315963743	4.063227622	4.280742169
17274_at	putative receptor kinase	4.965835982	4.997300592	4.940947286	4.870195994	4.846088775	4.793690888	4.912824406	4.969339393
17275_i_at	"Arabidopsis thaliana chromosome II BAC F25P17 genomic sequence, complete sequence."	6.626760119	6.679405371	6.761843731	6.830883699	6.9537891	6.505691134	6.734350751	6.941276973
17276_s_at	"Arabidopsis thaliana chromosome II BAC F25P17 genomic sequence, complete sequence."	4.208055387	4.428094022	4.517937149	4.435787619	4.370084189	4.213935334	4.369770785	4.667008724
17277_at	"similar to reverse transcriptases (PFam: rvt.hmm, score: 60.13)"	5.192996687	5.322130594	5.392463021	5.142356828	5.173161338	5.185210579	5.346194807	5.397600357
17278_at	hypothetical protein	4.292107819	4.881346665	4.491372336	4.445614683	4.374331027	4.81661997	4.495656202	4.564884376
17279_at	"Arabidopsis thaliana respiratory burst oxidase protein C (RbohC) gene, complete cds."	4.08019288	4.312017404	4.217110334	4.174005701	4.006048928	4.009484063	4.04079825	4.178790609
17280_at	putative protein	4.761299577	4.785041024	5.083971191	5.092038695	4.851624491	5.0210978	4.849435211	4.937674077
17281_at	kinesin-like protein	4.37369276	4.650804904	4.560030979	4.55071409	4.605013081	4.72247383	4.535588126	4.481593739
17282_s_at	A.thaliana Em protein gene (ATEM1).	3.896286208	4.015106163	4.038621618	4.058477191	4.024565352	4.15963099	4.269709816	4.013251442
17283_at	putative cyclin	4.453868949	4.602724826	4.731042583	4.593576135	4.34295153	4.530012012	4.574013222	4.571816672
17284_at	putative polygalacturonase	4.309234853	4.741071464	4.519357435	4.474551997	4.349547711	4.592901249	4.588587473	4.319613644
17285_s_at	"Arabidopsis thaliana chromosome II BAC F24H14 genomic sequence, complete sequence."	3.954172059	4.145155935	4.119644172	4.058104068	3.904524918	4.045503133	4.193449921	3.955253428
17286_at	Strong similarity to gb|L34684 inosine monophosphate dehydrogenase (IMPDH) from Arabidopsis thaliana and is a member of the PF|00478 IMP dehydrogenase family.	6.239052859	6.582871091	6.311047946	6.25563747	6.344860129	6.423636154	6.284241275	6.069838915
17287_at	putative laccase (diphenol oxidase)	4.103882436	4.305079608	4.321913913	4.329581818	4.200667852	4.374135032	4.348891142	4.188682202
17288_s_at	"Arabidopsis thaliana IMP dehydrogenase (IMPDH) gene exons 1-5, complete cds."	4.749250183	5.180181406	5.200307174	5.194873052	4.849027969	5.161782589	5.13216088	4.868657854
17289_at	Hypothetical protein	4.270961741	4.408187255	4.436037908	4.440794949	4.397284889	4.477726781	4.431877978	4.319399019
17290_at	putative receptor-like protein kinase	4.243769998	4.251096743	4.287878522	4.335347497	4.150130144	4.274818617	4.45472359	4.124040949
17291_at	putative protein	4.675906597	5.040023172	4.892681001	4.840992077	4.614396461	5.015567209	4.975832203	4.676482918
17292_at	A.thaliana mRNA for amino acid permease 6.	5.276890421	5.344343481	5.721485981	5.651599577	4.973221098	5.412189071	5.5932581	5.224932093
17293_at	Putative protein kinase	4.059829325	4.129303972	4.222246497	4.266524423	4.205006284	4.233171191	4.430970565	4.147559209
17294_at	resistence protein-like	4.976949252	5.092260474	5.422341852	5.358584568	5.0911948	5.128597319	5.374075796	5.07160431
17295_s_at	putative non-LTR retroelement reverse transcriptase	4.023025914	4.095977528	4.146629015	4.260005413	4.156369356	4.244541636	4.507117836	4.11194534
17296_at	putative MYB family transcription factor	4.404190355	4.60693777	4.64450464	4.676439271	4.353658823	4.577058131	5.018161911	4.38438937
17297_at	contains similarity to pectinesterases	4.383950519	4.684428279	4.679903168	4.679718344	4.467217614	4.747923161	5.101841944	4.533092865
17298_at	putative peroxidase	5.248538246	5.390657087	5.182745182	5.3450413	5.109321776	5.431188749	5.886426225	5.063140589
17299_s_at	gibberellin 20-oxidase-Arabidopsis thaliana	4.265988831	4.661442968	4.641941071	4.600396414	4.280199022	4.675088807	5.079326612	4.495573925
17300_at	A.thaliana mRNA ATR2 for NADPH-cytochrome P450 reductase.	7.960418368	5.895304531	6.978707184	6.292577455	5.974968743	6.147336882	6.200743803	5.866584491
17301_at	putative transport protein	4.496680502	4.460958382	4.493282354	5.176967013	4.297979688	4.934994624	5.155902986	4.349807529
17302_at	"Arabidopsis thaliana chromosome II BAC F12L6 genomic sequence, complete sequence."	5.13789298	4.738835403	4.951075276	4.712084583	5.019915729	4.956958845	4.803574093	4.815056516
17303_s_at	"Arabidopsis thaliana chromosome II BAC T19C21 genomic sequence, complete sequence."	9.427893815	7.14415862	9.204539348	7.827241827	6.914262842	6.985200771	6.415730981	6.721453141
17304_at	contains similarity to pectinesterase	4.448396175	4.361293767	4.519507119	4.293436758	4.37867865	4.409984412	4.434891124	4.456666197
17305_at	"Arabidopsis thaliana putative pectin methylesterase (ATPME2) gene, partial cds, and (ATPME1) gene, complete cds."	4.099995302	4.228360145	4.742400731	4.544580337	4.192228916	4.286093201	4.170153172	4.543884939
17306_at	jasmonate inducible protein isolog	4.744113164	4.714904965	4.769352925	4.700764833	4.804634791	4.759357707	4.756186585	4.928858762
17307_at	similar to Mx GTP-binding proteins	4.500850731	4.656472742	4.701908004	4.514264175	4.470893653	4.673261244	4.496349749	4.62165935
17308_at	similar to Mx GTP-binding proteins	4.21391994	4.223187021	4.262702384	4.266560174	4.461316524	4.186353276	4.275349791	4.275011759
17309_at	S-like receptor protein kinase; member of gene cluster; similar to EST dbj|D39614	4.191445043	4.278287955	4.377620635	4.076272144	4.16601503	4.242097848	4.182775729	4.455942169
17310_at	"Arabidopsis thaliana putative transmembrane protein G1p (AtG1), putative nuclear DNA-binding protein G2p (AtG2), Em1 protein (ATEM1), putative chlorophyll synthetase (AtG4), putative transmembrane protein G5p (AtG5), putative acyl-coA dehydrogenase (AtG6), and calcium dependent protein kinase genes, complete cds; and unknown genes."	4.359452065	4.502258901	4.519355762	4.267161704	4.558233663	4.37132222	4.477648691	4.572050191
17311_at	"Arabidopsis thaliana respiratory burst oxidase protein A (RbohA) gene, complete cds."	3.970687951	4.262102759	4.179254174	4.089396025	4.035217904	4.188679928	4.092752257	4.178201533
17312_at	Similar to Vicia sucrose transport protein (gb|Z93774).	5.378672128	5.461886071	5.487344963	5.386476251	5.324313351	5.284865588	5.406330256	5.52248053
17313_i_at	kinesin heavy chain isolog	4.49128674	4.765757443	4.937269892	4.494797824	4.491752299	4.696767169	4.87293507	4.888263605
17314_s_at	kinesin heavy chain isolog	5.236171415	5.396438393	5.243777184	5.252610522	5.267327174	5.265847092	5.359380932	5.244492235
17315_at	putative non-LTR retroelement reverse transcriptase	4.270203076	4.413408394	4.419941846	4.375467731	4.303405928	4.343741518	4.402496334	4.406191387
17316_at	putative beta-galactosidase	4.197934754	4.416351143	4.330983591	4.280503938	4.265187385	4.465788302	4.396998	4.272213061
17317_at	"Arabidopsis thaliana chromosome II BAC F13K3 genomic sequence, complete sequence."	5.52317769	5.798347682	5.745074677	5.702164403	5.898521626	5.766586801	5.894241848	5.72043924
17318_at	putative ankyrin	5.484923055	5.747124919	5.463273045	5.485064173	5.424482939	5.640628405	5.559999399	5.426667865
17319_at	putative hexose transporter	5.238018601	5.863912802	5.583930504	5.566463219	5.635192597	5.714366485	5.834371466	5.665544607
17320_g_at	putative hexose transporter	5.132175587	5.925394933	5.73503074	5.687787423	5.894178273	5.724528971	5.746256024	5.57373119
17321_at	starch synthase-like protein	4.467399493	4.481669246	4.728767972	4.585860038	4.593086628	4.624785444	4.812161316	4.547604273
17322_at	aquaporin/MIP-like protein	7.187591829	8.297534759	7.247965877	7.246270843	6.852563056	7.389381471	7.220427511	7.0221296
17323_at	Ser/Thr protein kinase isolog; 46094-44217	6.731534664	6.2211657	7.102474467	6.489992601	5.826520834	6.270294957	6.084582143	5.937364721
17324_at	F5I14.10	4.339371598	4.613060449	4.509457614	4.677809167	4.472920977	4.55013344	4.681608021	4.373986513
17325_at	Hypothetical protein	5.188232617	5.475152934	5.638211454	5.542943771	5.348084159	5.530806483	5.958451599	5.485335909
17326_at	putative glucanase	4.447248087	4.759184978	4.712603135	4.712412053	4.546164672	4.886271516	5.163332975	4.637586096
17327_at	putative Tal-1-like reverse transcriptase	4.078226131	4.18635022	4.194172345	4.250664751	4.170839209	4.283839003	4.400042871	4.047858478
17328_at	putative fimbrin	4.110039436	4.196157483	4.215559985	4.352326077	4.081319239	4.310067079	4.477041895	4.030811195
17329_at	"Contains similarity to gi|479356 protein kinase PK1 from Zea mays, is a member of the PF|00954 S-locus glycoprotein family and contains a PF|00069 Eukaryotic protein kinase domain."	5.558511364	5.281681258	5.608935775	5.534748146	5.318458954	5.683082658	5.728919176	5.307684591
17330_s_at	G/T DNA mismatch repair enzyme	4.33453526	4.214561493	4.407137823	4.610200903	4.168890492	4.380764584	4.736419796	4.238232694
